name,url,slots,slot_raw,slot_count,classes,class_count,usable_by_all_classes,races_raw,ac,hp,mana,endurance,str,sta,agi,dex,wis,int,cha,sv_fire,sv_cold,sv_magic,sv_poison,sv_disease,sv_void,damage,attack_delay,ratio,skill,range,effect,casting_time,charges,focus_effect,weight,size,flags,era,merchant_value,player_crafted,is_equippable,drop_zones,drop_zone_count,categories,wiki_page_parsed
Enchanted Teir`Dal Chain Neckguard,https://eqlwiki.com/Enchanted_Teir`Dal_Chain_Neckguard,Neck,NECK,1,Warrior|Cleric|Shadow Knight|Bard|Rogue|Necromancer|Wizard|Magician|Enchanter,9,False,ALL,6,,,,,,,,2,2,,,,2,,,,,,,,,,,,,0.2,SMALL,,,,True,True,,0,Bard Equipment|Cleric Equipment|Enchanter Equipment|Magician Equipment|Necromancer Equipment|Rogue Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Neck|Player Crafted,True
Enchanted Teir`Dal Chain Sleeves,https://eqlwiki.com/Enchanted_Teir`Dal_Chain_Sleeves,Arms,ARMS,1,Warrior|Cleric|Shadow Knight|Bard|Rogue|Necromancer|Wizard|Magician|Enchanter,9,False,ALL,7,,,,,,,,2,2,,,,4,,,,,,,,,,,,,0.7,SMALL,,,,True,True,,0,Bard Equipment|Cleric Equipment|Enchanter Equipment|Magician Equipment|Necromancer Equipment|Rogue Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Arms|Player Crafted|Fashion: Chain|Fashion: Temptress,True
Enchanted Teir`Dal Chain Tunic,https://eqlwiki.com/Enchanted_Teir`Dal_Chain_Tunic,Chest,CHEST,1,Warrior|Cleric|Shadow Knight|Bard|Rogue|Necromancer|Wizard|Magician|Enchanter,9,False,ALL,14,,,,,,,,4,4,,,,2,,,,,,,,,,,,,1.5,MEDIUM,,,,True,True,,0,Bard Equipment|Cleric Equipment|Enchanter Equipment|Magician Equipment|Necromancer Equipment|Rogue Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Chest|Player Crafted|Fashion: Chain|Fashion: Mardi Gras Purple,True
Enchanted Teir`Dal Chain Veil,https://eqlwiki.com/Enchanted_Teir`Dal_Chain_Veil,Face,FACE,1,Warrior|Cleric|Shadow Knight|Bard|Rogue|Necromancer|Wizard|Magician|Enchanter,9,False,ALL,4,,,,,,,,2,2,,,,2,,,,,,,,,,,,,0.2,SMALL,,,,True,True,,0,Bard Equipment|Cleric Equipment|Enchanter Equipment|Magician Equipment|Necromancer Equipment|Rogue Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Face|Player Crafted,True
Enchanted Teir`Dal Chainmail Skirt,https://eqlwiki.com/Enchanted_Teir`Dal_Chainmail_Skirt,Waist,WAIST,1,Warrior|Cleric|Shadow Knight|Bard|Rogue|Necromancer|Wizard|Magician|Enchanter,9,False,ALL,6,,,,,,,,2,2,,,,2,,,,,,,,,,,,,0.4,SMALL,,,,True,True,,0,Bard Equipment|Cleric Equipment|Enchanter Equipment|Magician Equipment|Necromancer Equipment|Rogue Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Waist|Player Crafted,True
Enchanted Teir`Dal Great Staff,https://eqlwiki.com/Enchanted_Teir`Dal_Great_Staff,Primary,PRIMARY,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,4,4,,,,,,,,15,42,0.3571,2H Blunt,,,,,,7.5,MEDIUM,MAGIC ITEM,,,False,True,Kithicor Forest,1,Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Primary|2H Blunt|Kithicor Forest,True
Enchanted Velium Bar,https://eqlwiki.com/Enchanted_Velium_Bar,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,SMALL,,,,False,False,,0,,True
Enchanted Velium Mask,https://eqlwiki.com/Enchanted_Velium_Mask,Face,FACE,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,5,,,,,,5,,,,,,5,,,,,,,,,,Everlasting Breath,2.0,4,,1.4,SMALL,MAGIC ITEM|LORE ITEM|NODROP,Velious Era,,False,True,,0,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Face|Quest Items,True
Enchanted Velium Powder,https://eqlwiki.com/Enchanted_Velium_Powder,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,SMALL,LORE ITEM,Velious Era,,True,False,,0,Inventory Items|Player Crafted|Tradeskill Ingredient|Quest Items,True
Enchanters Sack,https://eqlwiki.com/Enchanters_Sack,,,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,LORE ITEM|NO DROP,Kunark Era,,False,False,,0,Inventory Items|Quest Items,True
Encyclopedia Necrotheurgia,https://eqlwiki.com/Encyclopedia_Necrotheurgia,Primary|Secondary,PRIMARY SECONDARY,2,Necromancer,1,False,ALL,,,,,,,,,,,,,,,,,,,,,,,Reclaim Energy,Instant,,Minion of Hate,2.0,MEDIUM,MAGIC ITEM|LORE ITEM|NO DROP,,,False,True,Plane of Hate,1,Necromancer Equipment|Primary|Secondary|Plane of Hate,True
Engineer's Ring,https://eqlwiki.com/Engineer's_Ring,Fingers,FINGER,1,Warrior|Cleric|Paladin|Shadow Knight|Rogue|Necromancer|Wizard|Magician|Enchanter,9,False,ALL,20,5,20,,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,0.1,TINY,MAGIC ITEM|LORE ITEM|NO DROP,Classic Era,,False,True,Plane of Hate,1,Cleric Equipment|Enchanter Equipment|Magician Equipment|Necromancer Equipment|Paladin Equipment|Rogue Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Fingers|Plane of Hate,True
Engraved Bone Pauldrons,https://eqlwiki.com/Engraved_Bone_Pauldrons,Shoulders,SHOULDERS,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,12,,,,,,5,3,,,-20,,,,,,,,,,,,,,,,2.5,MEDIUM,MAGIC ITEM,Velious Era,7p,False,True,Kael Drakkel,1,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Shoulders|Kael Drakkel|Quest Items,True
Engraved Ring,https://eqlwiki.com/Engraved_Ring,Fingers,FINGER,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,5,,,,,,,,,,,,,,,,0.2,SMALL,MAGIC ITEM|LORE ITEM|NO DROP,,,False,True,The Hole,1,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Fingers|The Hole|Quest Items,True
Engraved Sarnak Koatchet,https://eqlwiki.com/Engraved_Sarnak_Koatchet,Primary|Secondary,PRIMARY SECONDARY,2,Warrior|Paladin|Ranger|Shadow Knight|Bard|Rogue,6,False,ALL,,,,,,5,,,,,5,,,,,,,7,39,0.1795,1H Slashing,,,,,,5.5,MEDIUM,MAGIC ITEM,Kunark Era,,False,True,Lake of Ill Omen|Overthere,2,Bard Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shadow Knight Equipment|Warrior Equipment|Primary|Secondary|1H Slashing|Lake of Ill Omen,True
Engraved Skull Amulet,https://eqlwiki.com/Engraved_Skull_Amulet,Neck,NECK,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,3,,,,2,,,,,,,,,7,,,,,,,,,,,,,0.1,TINY,MAGIC ITEM,Velious Era,,False,True,Kael Drakkel,1,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Neck|Kael Drakkel,True
Engraved Velium Spear,https://eqlwiki.com/Engraved_Velium_Spear,Primary|Secondary,PRIMARY SECONDARY,2,Warrior|Ranger|Shadow Knight|Bard|Rogue|Shaman,6,False,ALL,,,,,,,,,,,,,,,,,,11,21,0.5238,Piercing,,,,,,2.8,MEDIUM,MAGIC ITEM|LORE ITEM,Velious Era,,False,True,Dragon Necropolis,1,Bard Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Primary|Secondary|Piercing|Dragon Necropolis,True
Engraved Velium Warsword,https://eqlwiki.com/Engraved_Velium_Warsword,Primary|Secondary,PRIMARY SECONDARY,2,Warrior|Paladin|Ranger|Shadow Knight|Bard|Rogue,6,False,ALL,,,,,,,,,,,,,,,,,,12,24,0.5,1H Slashing,,,,,,2.5,MEDIUM,MAGIC ITEM|LORE ITEM,Velious Era,,False,True,,0,Bard Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shadow Knight Equipment|Warrior Equipment|Primary|Secondary|1H Slashing,True
Enraged Goblin Beads,https://eqlwiki.com/Enraged_Goblin_Beads,Neck,NECK,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.5,SMALL,NO DROP,Classic Era,,False,True,Butcherblock Mountains,1,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Neck|Butcherblock Mountains|Quest Items,True
Enshrouded Veil,https://eqlwiki.com/Enshrouded_Veil,Face,FACE,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,7,30,30,,,,,,2,2,,10,,,,,,,,,,,,,,,0.1,SMALL,MAGIC ITEM|LORE ITEM,Kunark Era,90pp,False,True,Howling Stones,1,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Face|Howling Stones,True
Entariz's Talisman,https://eqlwiki.com/Entariz's_Talisman,Neck,NECK,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,7,30,30,,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,0.5,TINY,MAGIC ITEM|LORE ITEM|NO DROP,Velious Era,,False,True,Western Wastes,1,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Neck|Western Wastes|+6 Talismans,True
Envelope with dust sample,https://eqlwiki.com/Envelope_with_dust_sample,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,TINY,MAGIC ITEM|LORE ITEM|NO DROP,Classic Era,,False,False,,0,Inventory Items|Quest Items,True
Envy,https://eqlwiki.com/Envy,Secondary,SECONDARY,1,Warrior|Shadow Knight|Rogue|Necromancer,4,False,ALL,7,,,,,,,,,,,7,,3,,,,,,,,,,,,,6.5,LARGE,MAGIC ITEM|LORE ITEM,,,False,True,Rathe Mountains,1,Shadow Knight Equipment|Necromancer Equipment|Rogue Equipment|Warrior Equipment|Secondary|Rathe Mountains|Quest Items,True
Equestrielle's Eye,https://eqlwiki.com/Equestrielle's_Eye,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,MAGIC ITEM|LORE ITEM|NO DROP,,,False,False,Lesser Faydark,1,Inventory Items|Lesser Faydark,True
Ernele's Champagne,https://eqlwiki.com/Ernele's_Champagne,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,SMALL,,,,False,False,,0,Inventory Items|Vendor Sold,True
Eroded Leather Boots,https://eqlwiki.com/Eroded_Leather_Boots,Feet,FEET,1,Druid|Monk,2,False,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,TINY,MAGIC ITEM|LORE ITEM|NO DROP,Velious Era,,False,True,Kael Drakkel,1,Feet|Kael Drakkel|Fashion: Leather|Quest Items,True
Eroded Leather Bracelet,https://eqlwiki.com/Eroded_Leather_Bracelet,Wrist,WRIST,1,Druid|Monk,2,False,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,TINY,MAGIC ITEM|LORE ITEM|NO DROP,Velious Era,,False,True,Kael Drakkel,1,Wrist|Kael Drakkel|Fashion: Leather|Quest Items,True
Eroded Leather Cap,https://eqlwiki.com/Eroded_Leather_Cap,Head,HEAD,1,Druid|Monk,2,False,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,TINY,MAGIC ITEM|LORE ITEM|NO DROP,Velious Era,,False,True,Kael Drakkel,1,Head|Kael Drakkel|Fashion: Leather|Quest Items,True
Eroded Leather Gloves,https://eqlwiki.com/Eroded_Leather_Gloves,Hands,HANDS,1,Druid|Monk,2,False,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,TINY,MAGIC ITEM|LORE ITEM|NO DROP,Velious Era,,False,True,Kael Drakkel,1,Hands|Kael Drakkel|Fashion: Cloth|Quest Items,True
Eroded Leather Leggings,https://eqlwiki.com/Eroded_Leather_Leggings,Legs,LEGS,1,Druid|Monk,2,False,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,TINY,MAGIC ITEM|LORE ITEM|NO DROP,Velious Era,,False,True,Kael Drakkel,1,Legs|Kael Drakkel|Fashion: Leather|Quest Items,True
Eroded Leather Sleeves,https://eqlwiki.com/Eroded_Leather_Sleeves,Arms,ARMS,1,Druid|Monk,2,False,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,TINY,LORE ITEM|NO DROP,Velious Era,,False,True,Kael Drakkel,1,Arms|Kael Drakkel|Fashion: Leather|Quest Items,True
Eroded Leather Tunic,https://eqlwiki.com/Eroded_Leather_Tunic,Chest,CHEST,1,Druid|Monk,2,False,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,TINY,MAGIC ITEM|LORE ITEM|NO DROP,Velious Era,,False,True,Kael Drakkel,1,Chest|Kael Drakkel|Fashion: Leather|Quest Items,True
Erud's Tonic,https://eqlwiki.com/Erud's_Tonic,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,SMALL,LORE ITEM|NO DROP,,,False,False,,0,Inventory Items|Quest Items,True
Erudehide Tunic,https://eqlwiki.com/Erudehide_Tunic,Chest,CHEST,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,10,,,,2,,,,2,,,,,,,,,,,,,,,,,,3.0,MEDIUM,MAGIC ITEM|LORE ITEM|NO DROP,Classic Era,,False,True,,0,Bard Equipment|Cleric Equipment|Druid Equipment|Monk Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Chest|Fashion: Leather|Quest Items,True
Erudite Meat,https://eqlwiki.com/Erudite_Meat,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,SMALL,,Classic Era,,False,False,,0,Inventory Items,True
Erudite Sewing Kit,https://eqlwiki.com/Erudite_Sewing_Kit,,,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,False,False,,0,Inventory Items,True
Ervaj's Flute of Flight,https://eqlwiki.com/Ervaj's_Flute_of_Flight,Primary,PRIMARY,1,Bard,1,False,ALL,,,,,8,10,,,,5,10,,,,,,,,,,,,,,,Wind Resonance 12,0.1,TINY,MAGIC ITEM|LORE ITEM|NO DROP,Classic Era,,False,True,,0,Bard Equipment|Primary|Bard Instrument|Quest Items,True
Esorpa's Talisman,https://eqlwiki.com/Esorpa's_Talisman,Neck,NECK,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,6,20,20,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,0.5,TINY,MAGIC ITEM|LORE ITEM|NO DROP,Velious Era,,False,True,Western Wastes,1,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Neck|Western Wastes,True
Espri,https://eqlwiki.com/Espri,Primary,PRIMARY,1,Druid,1,False,ALL,,,50,,,,,9,9,,,,,,,,,10,23,0.4348,1H Slashing,,Combust,Instant,,,2.0,MEDIUM,MAGIC ITEM|LORE ITEM|NO DROP,Sky Era,,False,True,,0,Druid Equipment|Primary|1H Slashing|Quest Items,True
Essence Blade,https://eqlwiki.com/Essence_Blade,Primary,PRIMARY,1,Paladin|Shadow Knight,2,False,ALL,,75,75,,,,,,,,,10,10,10,10,10,,25,24,1.0417,1H Slashing,,Essence Drain,Instant,,,5.0,MEDIUM,MAGIC ITEM|LORE ITEM|NO DROP,Velious Era,,False,True,,0,Paladin Equipment|Shadow Knight Equipment|Primary|1H Slashing|Light source|Mana Drain|Quest Items,True
Essence Emerald,https://eqlwiki.com/Essence_Emerald,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,,,,False,False,,0,Inventory Items,True
Essence Lens,https://eqlwiki.com/Essence_Lens,Range,RANGE,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,15,75,75,,,,,,,,,15,15,15,15,15,,,,,,,,,,,0.0,TINY,MAGIC ITEM|LORE ITEM|NO DROP,Chardok Revamp Era,,False,True,,0,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Range|Quest Items,True
Essence Mace,https://eqlwiki.com/Essence_Mace,Primary|Secondary,PRIMARY SECONDARY,2,Warrior|Ranger|Monk|Bard|Rogue,5,False,ALL,,50,50,,,,,,,,,10,10,10,10,10,,13,18,0.7222,1H Blunt,,Essence Tap,Instant,,,3.0,SMALL,MAGIC ITEM|LORE ITEM|NO DROP,Velious Era,,False,True,,0,Bard Equipment|Monk Equipment|Ranger Equipment|Rogue Equipment|Warrior Equipment|Primary|Secondary|1H Blunt|Light source|Quest Items,True
Essence Pearl,https://eqlwiki.com/Essence_Pearl,Ear,EAR,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,65,,,,10,,,10,10,,7,7,7,7,7,,,,,,,,,,,0.0,TINY,MAGIC ITEM|LORE ITEM|NO DROP,Velious Era,,False,True,,0,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Ear|Quest Items,True
Essence Ring,https://eqlwiki.com/Essence_Ring,Fingers,FINGER,1,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,8,65,65,,,,,,,,,12,12,12,12,12,,,,,,,,,,,0.0,TINY,MAGIC ITEM|LORE ITEM|NO DROP,Velious Era,,False,True,,0,Bard Equipment|Cleric Equipment|Druid Equipment|Enchanter Equipment|Magician Equipment|Monk Equipment|Necromancer Equipment|Paladin Equipment|Ranger Equipment|Rogue Equipment|Shaman Equipment|Shadow Knight Equipment|Warrior Equipment|Wizard Equipment|Fingers|Quest Items,True
Essence of Dol,https://eqlwiki.com/Essence_of_Dol,Secondary,SECONDARY,1,Monk,1,False,ALL,,,,,,,,5,,,,,,,,,,10,28,0.3571,1H Blunt,,,,,,0.1,TINY,MAGIC ITEM|LORE ITEM,Kunark Era,13pp.,False,True,Temple of Droga,1,Kunark Era|Monk Equipment|Secondary|1H Blunt|Temple of Droga|Fashion: Glowing Red Stone,True
Essence of Fire,https://eqlwiki.com/Essence_of_Fire,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,SMALL,,,,False,False,Lavastorm Mountains|Solusek's Eye,2,Inventory Items|Tradeskill Ingredient|Lavastorm Mountains|Solusek's Eye,True
Essence of Gukta,https://eqlwiki.com/Essence_of_Gukta,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,Illusion Guktan,6.0,1,,0.1,SMALL,MAGIC ITEM,,,False,False,,0,Inventory Items,True
Essence of Moonlight,https://eqlwiki.com/Essence_of_Moonlight,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,MAGIC ITEM|QUEST ITEM,,,False,False,Mistmoore Castle|Kithicor Forest,2,Inventory Items|Mistmoore Castle|Kithicor Forest,True
Essence of Nature,https://eqlwiki.com/Essence_of_Nature,Secondary,SECONDARY,1,Necromancer|Wizard|Magician|Enchanter,4,False,ALL,10,50,100,,,,,,,15,15,12,,,12,12,,,,,,,Flowing Thought V,,,,2.5,TINY,LORE ITEM|NO DROP,Velious Era,,False,True,Plane of Growth,1,Enchanter Equipment|Magician Equipment|Necromancer Equipment|Wizard Equipment|Secondary|Plane of Growth|Fashion: Glowing Red Stone|Light source,True
Essence of Rallos,https://eqlwiki.com/Essence_of_Rallos,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,Berserker Madness III,Instant,,,0.2,SMALL,,Classic Era,,True,False,,0,Inventory Items|Player Crafted,True
Essence of Rathe,https://eqlwiki.com/Essence_of_Rathe,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,,,,False,False,,0,Inventory Items,True
Essence of Shadow,https://eqlwiki.com/Essence_of_Shadow,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,MAGIC ITEM,,,False,False,Mistmoore Castle|Commonlands|Lavastorm Mountains|Lesser Faydark|Nektulos Forest,5,Inventory Items|Tradeskill Ingredient,True
Essence of Sunlight,https://eqlwiki.com/Essence_of_Sunlight,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,MAGIC ITEM|QUEST ITEM,Classic Era,9g 2s 3c,False,False,Northern Desert of Ro|Skyfire Mountains|Southern Desert of Ro|The Wakening Land,4,Inventory Items,True
Essence of Winter,https://eqlwiki.com/Essence_of_Winter,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,TINY,,,,False,False,Dreadlands|Permafrost,2,Inventory Items|Tradeskill Ingredient|Cobalt Scar|Dreadlands|Everfrost Peaks|Permafrost,True
Essence of a Ghost,https://eqlwiki.com/Essence_of_a_Ghost,,,0,Warrior|Cleric|Paladin|Ranger|Shadow Knight|Druid|Monk|Bard|Rogue|Shaman|Necromancer|Wizard|Magician|Enchanter|Beastlord|Berserker,16,True,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,SMALL,MAGIC ITEM|LORE ITEM|NO DROP,,,False,False,The Hole,1,Inventory Items|The Hole|Quest Items,True
